Isolate,Collection_time,Country,Nextstrain_clade,Source
hCoV-19/Norway/33335/2022.84/22B-Omicron,2022.84,Norway,22B-Omicron,GISAID
hCoV-19/Mongolia/UB-99592/2022.832/22B-Omicron,2022.832,Mongolia,22B-Omicron,GISAID
hCoV-19/Mexico/QUE_InDRE_FB21595_E22119175684_S15063/2022.667/22B-Omicron,2022.667,Mexico,22B-Omicron,GISAID
hCoV-19/Uruguay/DLSP_3556/2022.686/22B-Omicron,2022.686,Uruguay,22B-Omicron,GISAID
hCoV-19/Australia/QLD0x012208/2022.845/22B-Omicron,2022.845,Australia,22B-Omicron,GISAID
hCoV-19/Liechtenstein/FL-Risch-1219R15476/2022.966/22B-Omicron,2022.966,Liechtenstein,22B-Omicron,GISAID
hCoV-19/HongKong/VZ22358835/2022.914/22B-Omicron,2022.914,HongKong,22B-Omicron,GISAID
hCoV-19/HongKong/VK22298290/2022.952/22B-Omicron,2022.952,HongKong,22B-Omicron,GISAID
hCoV-19/USA/IL-S226227/2022.895/22B-Omicron,2022.895,USA,22B-Omicron,GISAID
hCoV-19/Luxembourg/LNS7277814/2022.936/22B-Omicron,2022.936,Luxembourg,22B-Omicron,GISAID
hCoV-19/Indonesia/JK-NIHRD-WGS-22-28054/2022.777/22B-Omicron,2022.777,Indonesia,22B-Omicron,GISAID
hCoV-19/NewZealand/23YA0003/2022.968/22B-Omicron,2022.968,NewZealand,22B-Omicron,GISAID
hCoV-19/Japan/TKYmbc27328/2022.968/22B-Omicron,2022.968,Japan,22B-Omicron,GISAID
hCoV-19/USA/LA-EVTL17872/2022.933/22B-Omicron,2022.933,USA,22B-Omicron,GISAID
hCoV-19/Jordan/RMS-R14S33/2022.834/22B-Omicron,2022.834,Jordan,22B-Omicron,GISAID
hCoV-19/Jordan/RMS-R14S24/2022.763/22B-Omicron,2022.763,Jordan,22B-Omicron,GISAID
hCoV-19/Cambodia/PKH220245/2022.799/22B-Omicron,2022.799,Cambodia,22B-Omicron,GISAID
hCoV-19/Taiwan/NCKUH-823622188080/2022.758/22B-Omicron,2022.758,Taiwan,22B-Omicron,GISAID
hCoV-19/Malaysia/IMR_OS2374/2022.442/22B-Omicron,2022.442,Malaysia,22B-Omicron,GISAID
hCoV-19/Singapore/6726/2022.453/22B-Omicron,2022.453,Singapore,22B-Omicron,GISAID
hCoV-19/Pakistan/NIH-B58-GOV-S14/2022.462/22B-Omicron,2022.462,Pakistan,22B-Omicron,GISAID
hCoV-19/Palau/PW-H2217022/2022.747/22B-Omicron,2022.747,Palau,22B-Omicron,GISAID
hCoV-19/USA/MI-CDC-QDX44588085/2022.947/22B-Omicron,2022.947,USA,22B-Omicron,GISAID
hCoV-19/Bulgaria/22BG-NC_022452_R36/2022.738/22B-Omicron,2022.738,Bulgaria,22B-Omicron,GISAID
hCoV-19/Australia/SA457846/2022.675/22B-Omicron,2022.675,Australia,22B-Omicron,GISAID
hCoV-19/Mexico/CMX-INMEGEN-92x-7/2022.727/22B-Omicron,2022.727,Mexico,22B-Omicron,GISAID
hCoV-19/Japan/PG-396503/2022.873/22B-Omicron,2022.873,Japan,22B-Omicron,GISAID
hCoV-19/Montenegro/CO-00892_MNE000_2267772202/2022.527/22B-Omicron,2022.527,Montenegro,22B-Omicron,GISAID
hCoV-19/USA/DE-CDC-LC0787251/2022.538/22B-Omicron,2022.538,USA,22B-Omicron,GISAID
hCoV-19/SouthKorea/KDCA44760/2022.303/21L-Omicron,2022.303,SouthKorea,21L-Omicron,GISAID
hCoV-19/Sweden/7299175286/2022.221/21L-Omicron,2022.221,Sweden,21L-Omicron,GISAID
hCoV-19/Mexico/BCN_IBT_IMSS_7288/2022.341/21L-Omicron,2022.341,Mexico,21L-Omicron,GISAID
hCoV-19/Maldives/MAV190135/2022.267/21L-Omicron,2022.267,Maldives,21L-Omicron,GISAID
hCoV-19/Mexico/ZAC_IBT_IMSS_7161/2022.319/21L-Omicron,2022.319,Mexico,21L-Omicron,GISAID
hCoV-19/Libya/86368-28/2022.426/21L-Omicron,2022.426,Libya,21L-Omicron,GISAID
hCoV-19/Nepal/NPHL-S-1626/2022.47/22A-Omicron,2022.47,Nepal,22A-Omicron,GISAID
hCoV-19/Jordan/Biolab0671/2022.371/22A-Omicron,2022.371,Jordan,22A-Omicron,GISAID
hCoV-19/Senegal/DKR-UVR-C003/2022.703/22A-Omicron,2022.703,Senegal,22A-Omicron,GISAID
hCoV-19/DRC/INRB-RDC-977/2022.505/22A-Omicron,2022.505,DRC,22A-Omicron,GISAID
hCoV-19/SouthAfrica/NICD-N46437/2022.421/22A-Omicron,2022.421,SouthAfrica,22A-Omicron,GISAID
hCoV-19/DominicanRepublic/DR-Yale-21470/2022.486/22A-Omicron,2022.486,DominicanRepublic,22A-Omicron,GISAID
hCoV-19/Aruba/AW-RIVM-116391/2022.779/22A-Omicron,2022.779,Aruba,22A-Omicron,GISAID
hCoV-19/Canada/PE-NML-473657/2022.536/22A-Omicron,2022.536,Canada,22A-Omicron,GISAID
hCoV-19/Malawi/NHRL-0408/2022.489/22A-Omicron,2022.489,Malawi,22A-Omicron,GISAID
hCoV-19/Zimbabwe/76985/2022.41/22A-Omicron,2022.41,Zimbabwe,22A-Omicron,GISAID
hCoV-19/Eswatini/N50665/2022.574/22A-Omicron,2022.574,Eswatini,22A-Omicron,GISAID
hCoV-19/Mozambique/INS-PCS0024537/2022.601/22A-Omicron,2022.601,Mozambique,22A-Omicron,GISAID
hCoV-19/Mozambique/INS-PCS0027951/2022.856/22A-Omicron,2022.856,Mozambique,22A-Omicron,GISAID
hCoV-19/TrinidadandTobago/182331/2022.489/22A-Omicron,2022.489,TrinidadandTobago,22A-Omicron,GISAID
hCoV-19/Malawi/NHRL-0439/2022.516/22A-Omicron,2022.516,Malawi,22A-Omicron,GISAID
hCoV-19/Colombia/DC-LSPSDS-315773/2022.673/22A-Omicron,2022.673,Colombia,22A-Omicron,GISAID
hCoV-19/DominicanRepublic/2029804-LNSPDD/2022.536/22A-Omicron,2022.536,DominicanRepublic,22A-Omicron,GISAID
hCoV-19/Zimbabwe/77378/2022.448/22A-Omicron,2022.448,Zimbabwe,22A-Omicron,GISAID
hCoV-19/France/OCC-GENBIO-M93GN1780103/2022.486/22A-Omicron,2022.486,France,22A-Omicron,GISAID
hCoV-19/Uruguay/DLSP_2934/2022.489/22A-Omicron,2022.489,Uruguay,22A-Omicron,GISAID
hCoV-19/Bolivia/SAN-UPCH-3546/2022.44/22A-Omicron,2022.44,Bolivia,22A-Omicron,GISAID
hCoV-19/Brazil/RJ-NVBS23875GENOV829615210457/2022.585/22A-Omicron,2022.585,Brazil,22A-Omicron,GISAID
hCoV-19/Togo/TOG-6676/2022.607/22A-Omicron,2022.607,Togo,22A-Omicron,GISAID
hCoV-19/Israel/SMC-7073105/2022.415/22A-Omicron,2022.415,Israel,22A-Omicron,GISAID
hCoV-19/Turkey/HSGM-IST-03709/2022.5/22A-Omicron,2022.5,Turkey,22A-Omicron,GISAID
hCoV-19/Guatemala/8216-LNS/2022.538/22A-Omicron,2022.538,Guatemala,22A-Omicron,GISAID
hCoV-19/Italy/TAA-PAB_SABES_1900939211/2022.464/22A-Omicron,2022.464,Italy,22A-Omicron,GISAID
hCoV-19/Guatemala/8217-LNS/2022.538/22A-Omicron,2022.538,Guatemala,22A-Omicron,GISAID
hCoV-19/CostaRica/INC-5032-756729/2022.432/22A-Omicron,2022.432,CostaRica,22A-Omicron,GISAID
hCoV-19/Mexico/DUR_InDRE_FB21453_E10319041387_S14974/2022.64/22A-Omicron,2022.64,Mexico,22A-Omicron,GISAID
hCoV-19/Mexico/MIC_InDRE_FB21697_E16119165351_S15119/2022.667/22A-Omicron,2022.667,Mexico,22A-Omicron,GISAID
hCoV-19/Uganda/753/2022.862/22A-Omicron,2022.862,Uganda,22A-Omicron,GISAID
hCoV-19/Canada/NS-NSH-542417/2022.799/22A-Omicron,2022.799,Canada,22A-Omicron,GISAID
hCoV-19/Peru/LIM-INS-31112/2022.766/22A-Omicron,2022.766,Peru,22A-Omicron,GISAID
hCoV-19/USA/WA-CDC-UW22102305580/2022.81/22A-Omicron,2022.81,USA,22A-Omicron,GISAID
hCoV-19/USA/MS-UMMC-M972E2-528092/2022.719/22A-Omicron,2022.719,USA,22A-Omicron,GISAID
hCoV-19/Chile/RM-90512/2022.555/22A-Omicron,2022.555,Chile,22A-Omicron,GISAID
hCoV-19/USA/IN-CDC-LC0838823/2022.61/22A-Omicron,2022.61,USA,22A-Omicron,GISAID
hCoV-19/Chile/VS-125327/2022.842/22A-Omicron,2022.842,Chile,22A-Omicron,GISAID
hCoV-19/SaintMartin/IPP49229/2022.637/22A-Omicron,2022.637,SaintMartin,22A-Omicron,GISAID
hCoV-19/DominicanRepublic/2061036-LNSPDD/2022.662/22A-Omicron,2022.662,DominicanRepublic,22A-Omicron,GISAID
hCoV-19/DominicanRepublic/2020125-LNSPDD/2022.514/22A-Omicron,2022.514,DominicanRepublic,22A-Omicron,GISAID
hCoV-19/Mexico/PUE_InDRE_FB22279_E21919617025_S15446/2022.84/22A-Omicron,2022.84,Mexico,22A-Omicron,GISAID
hCoV-19/Haiti/LNSP-76300000/2022.678/22A-Omicron,2022.678,Haiti,22A-Omicron,GISAID
hCoV-19/DominicanRepublic/2056151-LNSPDD/2022.645/22A-Omicron,2022.645,DominicanRepublic,22A-Omicron,GISAID
hCoV-19/DominicanRepublic/2081298-LNSPDD/2022.768/22A-Omicron,2022.768,DominicanRepublic,22A-Omicron,GISAID
hCoV-19/DominicanRepublic/2068189-LNSPDD/2022.689/22A-Omicron,2022.689,DominicanRepublic,22A-Omicron,GISAID
hCoV-19/DominicanRepublic/2070327-LNSPDD/2022.703/22A-Omicron,2022.703,DominicanRepublic,22A-Omicron,GISAID
hCoV-19/Argentina/PAIS-A1577/2022.667/22A-Omicron,2022.667,Argentina,22A-Omicron,GISAID
hCoV-19/USA/MN-CDC-QDX41328763/2022.697/22A-Omicron,2022.697,USA,22A-Omicron,GISAID
hCoV-19/Australia/TAS004354/2022.884/22A-Omicron,2022.884,Australia,22A-Omicron,GISAID
hCoV-19/Colombia/ANT-CWOHC-VG-SEC04132X/2022.634/22A-Omicron,2022.634,Colombia,22A-Omicron,GISAID
hCoV-19/Eswatini/N40425/2022.122/21L-Omicron,2022.122,Eswatini,21L-Omicron,GISAID
hCoV-19/SouthAfrica/NICD-N35976/2022.122/21L-Omicron,2022.122,SouthAfrica,21L-Omicron,GISAID
hCoV-19/Lesotho/N47909/2022.278/21L-Omicron,2022.278,Lesotho,21L-Omicron,GISAID
hCoV-19/Malawi/CERI-KRISP-K044972/2022.144/21L-Omicron,2022.144,Malawi,21L-Omicron,GISAID
hCoV-19/Mozambique/INS-PMB0593670/2022.242/21L-Omicron,2022.242,Mozambique,21L-Omicron,GISAID
hCoV-19/Coted-Ivoire/IPCI-DVE-GR1903/2022.492/21L-Omicron,2022.492,Coted-Ivoire,21L-Omicron,GISAID
hCoV-19/Guinea/CERFIG-37336/2022.423/21L-Omicron,2022.423,Guinea,21L-Omicron,GISAID
hCoV-19/Australia/NSW-ICPMR-27253/2022.421/21L-Omicron,2022.421,Australia,21L-Omicron,GISAID
hCoV-19/DRC/INRB-RDC-940/2022.462/21L-Omicron,2022.462,DRC,21L-Omicron,GISAID
hCoV-19/Iran/BB188/2022.322/21L-Omicron,2022.322,Iran,21L-Omicron,GISAID
hCoV-19/SouthAfrica/NICD-N34945/2022.051/21L-Omicron,2022.051,SouthAfrica,21L-Omicron,GISAID
hCoV-19/Zambia/CHAZ-CHS2034/2022.305/21L-Omicron,2022.305,Zambia,21L-Omicron,GISAID
hCoV-19/Lithuania/LSMULKKGMMK46C173/2022.308/21L-Omicron,2022.308,Lithuania,21L-Omicron,GISAID
hCoV-19/Lithuania/LTU000_VULSK_220501120301/2022.33/21L-Omicron,2022.33,Lithuania,21L-Omicron,GISAID
hCoV-19/Pakistan/KMU_PHRL_S23-284/2022.152/21L-Omicron,2022.152,Pakistan,21L-Omicron,GISAID
hCoV-19/Lebanon/LAU-CVD-1041/2022.13/21L-Omicron,2022.13,Lebanon,21L-Omicron,GISAID
hCoV-19/Panama/M220466-GMI/2022.204/21L-Omicron,2022.204,Panama,21L-Omicron,GISAID
hCoV-19/Qatar/DA-USAFSAM-S14068/2022.108/21L-Omicron,2022.108,Qatar,21L-Omicron,GISAID
hCoV-19/Kuwait/Jaber2220041693/2022.059/21L-Omicron,2022.059,Kuwait,21L-Omicron,GISAID
hCoV-19/Pakistan/AKU-APR-R1-MIN-21/2022.004/21L-Omicron,2022.004,Pakistan,21L-Omicron,GISAID
hCoV-19/Bahrain/22020050177/2022.064/21L-Omicron,2022.064,Bahrain,21L-Omicron,GISAID
hCoV-19/Indonesia/JI-NIHRD-WGS_22_05032/2022.355/21L-Omicron,2022.355,Indonesia,21L-Omicron,GISAID
hCoV-19/Croatia/36833/2022.316/21L-Omicron,2022.316,Croatia,21L-Omicron,GISAID
hCoV-19/Australia/NSW-SAVID-12103/2022.379/21L-Omicron,2022.379,Australia,21L-Omicron,GISAID
hCoV-19/India/KA-INSACOG-CBR-1402HAS110/2022.086/21L-Omicron,2022.086,India,21L-Omicron,GISAID
hCoV-19/Tunisia/14893/2022.412/21L-Omicron,2022.412,Tunisia,21L-Omicron,GISAID
hCoV-19/Romania/CT-19921/2022.344/21L-Omicron,2022.344,Romania,21L-Omicron,GISAID
hCoV-19/Nepal/NPHL-S-1472/2022.207/21L-Omicron,2022.207,Nepal,21L-Omicron,GISAID
hCoV-19/Israel/ICH-741214681/2022.253/21L-Omicron,2022.253,Israel,21L-Omicron,GISAID
hCoV-19/Oman/5225292/2022.116/21L-Omicron,2022.116,Oman,21L-Omicron,GISAID
hCoV-19/Oman/5225293/2022.114/21L-Omicron,2022.114,Oman,21L-Omicron,GISAID
hCoV-19/Oman/7228798/2022.242/21L-Omicron,2022.242,Oman,21L-Omicron,GISAID
hCoV-19/Tianjin/TJCDC-0288/2022.163/21L-Omicron,2022.163,Tianjin,21L-Omicron,GISAID
hCoV-19/HongKong/HKU-311/2022.207/21L-Omicron,2022.207,HongKong,21L-Omicron,GISAID
hCoV-19/Aruba/AW-RIVM-101750/2022.382/21L-Omicron,2022.382,Aruba,21L-Omicron,GISAID
hCoV-19/HongKong/HKU-220804-002/2022.125/21L-Omicron,2022.125,HongKong,21L-Omicron,GISAID
hCoV-19/HongKong/VZ22093022/2022.355/21L-Omicron,2022.355,HongKong,21L-Omicron,GISAID
hCoV-19/HongKong/HK-HKPU-PUN526618593/2022.566/21L-Omicron,2022.566,HongKong,21L-Omicron,GISAID
hCoV-19/Beijing/BJCDC-1230/2022.377/21L-Omicron,2022.377,Beijing,21L-Omicron,GISAID
hCoV-19/Beijing/BJCDC-1654/2022.451/21L-Omicron,2022.451,Beijing,21L-Omicron,GISAID
hCoV-19/Syria/Northwest-00189/2022.125/21L-Omicron,2022.125,Syria,21L-Omicron,GISAID
hCoV-19/Qatar/QA.QU.18.38.C1/2022.048/21L-Omicron,2022.048,Qatar,21L-Omicron,GISAID
hCoV-19/Israel/CVL-8011076/2022.168/21L-Omicron,2022.168,Israel,21L-Omicron,GISAID
hCoV-19/Mexico/ZAC_InDRE_FB13975_E32316656052_S13264/2022.281/21L-Omicron,2022.281,Mexico,21L-Omicron,GISAID
hCoV-19/Latvia/7223882/2022.399/21L-Omicron,2022.399,Latvia,21L-Omicron,GISAID
hCoV-19/Brazil/PR-NVBS16675GENOV701911726491/2022.275/21L-Omicron,2022.275,Brazil,21L-Omicron,GISAID
hCoV-19/Argentina/PAIS-E1024/2022.305/21L-Omicron,2022.305,Argentina,21L-Omicron,GISAID
hCoV-19/Chile/AR-37085/2022.196/21L-Omicron,2022.196,Chile,21L-Omicron,GISAID
hCoV-19/Bolivia/SAN-UPCH-3545/2022.385/21L-Omicron,2022.385,Bolivia,21L-Omicron,GISAID
hCoV-19/Vietnam/BMH-040322-020322BM20/2022.138/21L-Omicron,2022.138,Vietnam,21L-Omicron,GISAID
hCoV-19/Taiwan/NTU-HCH-505/2022.333/21L-Omicron,2022.333,Taiwan,21L-Omicron,GISAID
hCoV-19/Barbados/142987/2022.355/21L-Omicron,2022.355,Barbados,21L-Omicron,GISAID
hCoV-19/Germany/SH-RKI-I-764242/2022.297/21L-Omicron,2022.297,Germany,21L-Omicron,GISAID
hCoV-19/Latvia/775155/2022.3/21L-Omicron,2022.3,Latvia,21L-Omicron,GISAID
hCoV-19/Maldives/MAV165364/2022.122/21L-Omicron,2022.122,Maldives,21L-Omicron,GISAID
hCoV-19/Bangladesh/BSMMU_Laila_1046/2022.086/21L-Omicron,2022.086,Bangladesh,21L-Omicron,GISAID
hCoV-19/India/WB-INSACOG-1931502628471/2021.99/21L-Omicron,2021.99,India,21L-Omicron,GISAID
hCoV-19/Bangladesh/CHRF-GSB04-155/2022.204/21L-Omicron,2022.204,Bangladesh,21L-Omicron,GISAID
hCoV-19/Bangladesh/IEDCR-GSB01-336/2022.253/21L-Omicron,2022.253,Bangladesh,21L-Omicron,GISAID
hCoV-19/Bangladesh/BCSIR-BSMMU-45/2022.081/21L-Omicron,2022.081,Bangladesh,21L-Omicron,GISAID
hCoV-19/Bhutan/RCDC-4-0003/2022.27/21L-Omicron,2022.27,Bhutan,21L-Omicron,GISAID
hCoV-19/NewZealand/22CH3459/2022.325/21L-Omicron,2022.325,NewZealand,21L-Omicron,GISAID
hCoV-19/Singapore/4032/2022.286/21L-Omicron,2022.286,Singapore,21L-Omicron,GISAID
hCoV-19/Mauritius/N37846/2022.152/21L-Omicron,2022.152,Mauritius,21L-Omicron,GISAID
hCoV-19/Bhutan/RCDC-4-0007/2022.275/21L-Omicron,2022.275,Bhutan,21L-Omicron,GISAID
hCoV-19/Nigeria/NCDC-NR-GL-004106/2022.133/21L-Omicron,2022.133,Nigeria,21L-Omicron,GISAID
hCoV-19/Vanuatu/VAN058/2022.382/21L-Omicron,2022.382,Vanuatu,21L-Omicron,GISAID
hCoV-19/Mexico/PUE_InDRE_FB13882_E21316569526_S13198/2022.256/21L-Omicron,2022.256,Mexico,21L-Omicron,GISAID
hCoV-19/NewZealand/22CV4765/2022.36/21L-Omicron,2022.36,NewZealand,21L-Omicron,GISAID
hCoV-19/NewZealand/22CH3183/2022.297/21L-Omicron,2022.297,NewZealand,21L-Omicron,GISAID
hCoV-19/NewZealand/22CV3355/2022.234/21L-Omicron,2022.234,NewZealand,21L-Omicron,GISAID
hCoV-19/NewZealand/22CV3845/2022.281/21L-Omicron,2022.281,NewZealand,21L-Omicron,GISAID
hCoV-19/NewZealand/22CH3361/2022.319/21L-Omicron,2022.319,NewZealand,21L-Omicron,GISAID
hCoV-19/NewZealand/22CV5590/2022.442/21L-Omicron,2022.442,NewZealand,21L-Omicron,GISAID
hCoV-19/NewZealand/22CH5097/2022.448/21L-Omicron,2022.448,NewZealand,21L-Omicron,GISAID
hCoV-19/Brunei/9822003947/2022.026/21L-Omicron,2022.026,Brunei,21L-Omicron,GISAID
hCoV-19/USA/ID-IBL-863637/2022.837/21L-Omicron,2022.837,USA,21L-Omicron,GISAID
hCoV-19/Philippines/PGCV_0043_4787/2022.87/21L-Omicron,2022.87,Philippines,21L-Omicron,GISAID
hCoV-19/Cambodia/g0730022/2022.577/21L-Omicron,2022.577,Cambodia,21L-Omicron,GISAID
hCoV-19/Kazakhstan/ATY-NRL-S2307/2022.179/21L-Omicron,2022.179,Kazakhstan,21L-Omicron,GISAID
hCoV-19/Myanmar/DSMRC-066/2022.01/21L-Omicron,2022.01,Myanmar,21L-Omicron,GISAID
hCoV-19/Philippines/PH-PGC-103756/2021.999/21L-Omicron,2021.999,Philippines,21L-Omicron,GISAID
hCoV-19/Philippines/PH-PGC-113935/2022.311/21L-Omicron,2022.311,Philippines,21L-Omicron,GISAID
hCoV-19/Vietnam/BMH-240422-sample18/2022.281/21L-Omicron,2022.281,Vietnam,21L-Omicron,GISAID
hCoV-19/NewZealand/22MV1946/2022.237/21L-Omicron,2022.237,NewZealand,21L-Omicron,GISAID
hCoV-19/Slovakia/BA_22_00030201/2022.336/21L-Omicron,2022.336,Slovakia,21L-Omicron,GISAID
hCoV-19/Brunei/7122055560/2022.141/21L-Omicron,2022.141,Brunei,21L-Omicron,GISAID
hCoV-19/Taiwan/KMUH-18/2022.308/21L-Omicron,2022.308,Taiwan,21L-Omicron,GISAID
hCoV-19/Canada/NL-PHML-449070/2022.415/21L-Omicron,2022.415,Canada,21L-Omicron,GISAID
hCoV-19/Taiwan/NTU-HCH-118/2022.234/21L-Omicron,2022.234,Taiwan,21L-Omicron,GISAID
hCoV-19/Taiwan/NTU-HCH-1549/2022.399/21L-Omicron,2022.399,Taiwan,21L-Omicron,GISAID
hCoV-19/Taiwan/NTU-HCH-1061/2022.368/21L-Omicron,2022.368,Taiwan,21L-Omicron,GISAID
hCoV-19/Mauritius/ILRI_CM04132/2022.371/21L-Omicron,2022.371,Mauritius,21L-Omicron,GISAID
hCoV-19/SouthKorea/KDCA35148/2022.21/21L-Omicron,2022.21,SouthKorea,21L-Omicron,GISAID
hCoV-19/Libya/79742-96/2022.223/21L-Omicron,2022.223,Libya,21L-Omicron,GISAID
hCoV-19/Canada/SK-RRPL-403927/2022.234/21L-Omicron,2022.234,Canada,21L-Omicron,GISAID
hCoV-19/Ghana/WACCBIP-GS2988/2022.251/21L-Omicron,2022.251,Ghana,21L-Omicron,GISAID
hCoV-19/Bangladesh/IEDCR-SKH-098/2022.385/21L-Omicron,2022.385,Bangladesh,21L-Omicron,GISAID
hCoV-19/Japan/PG-232812/2022.232/21L-Omicron,2022.232,Japan,21L-Omicron,GISAID
hCoV-19/Canada/MB-CPL-433336/2022.33/21L-Omicron,2022.33,Canada,21L-Omicron,GISAID
hCoV-19/Panama/M231754-GMI/2022.347/21L-Omicron,2022.347,Panama,21L-Omicron,GISAID
hCoV-19/Aruba/AW-RIVM-94729/2022.218/21L-Omicron,2022.218,Aruba,21L-Omicron,GISAID
hCoV-19/USA/HI-CDC-2-6071510/2022.295/21L-Omicron,2022.295,USA,21L-Omicron,GISAID
hCoV-19/Mongolia/UB-63827/2022.374/21L-Omicron,2022.374,Mongolia,21L-Omicron,GISAID
hCoV-19/Australia/TAS002378/2022.429/21L-Omicron,2022.429,Australia,21L-Omicron,GISAID
hCoV-19/Japan/TKYkbm24106/2022.382/21L-Omicron,2022.382,Japan,21L-Omicron,GISAID
hCoV-19/Iran/NIC-26Or-18/2022.303/21L-Omicron,2022.303,Iran,21L-Omicron,GISAID
hCoV-19/Germany/ST-RKI-I-765998/2022.221/21L-Omicron,2022.221,Germany,21L-Omicron,GISAID
hCoV-19/Sweden/01_SE100_22CS503973/2022.204/21L-Omicron,2022.204,Sweden,21L-Omicron,GISAID
hCoV-19/Norway/OUS-22558/2022.188/21L-Omicron,2022.188,Norway,21L-Omicron,GISAID
hCoV-19/Germany/RP-RKI-I-779959/2022.316/21L-Omicron,2022.316,Germany,21L-Omicron,GISAID
hCoV-19/NorthMacedonia/IPH-MKD-158/2022.207/21L-Omicron,2022.207,NorthMacedonia,21L-Omicron,GISAID
hCoV-19/Scotland/QEUH-3DBFF58/2022.314/21L-Omicron,2022.314,Scotland,21L-Omicron,GISAID
hCoV-19/Spain/AN-CBA-24903/2022.379/21L-Omicron,2022.379,Spain,21L-Omicron,GISAID
hCoV-19/Singapore/2363/2022.174/21L-Omicron,2022.174,Singapore,21L-Omicron,GISAID
hCoV-19/Denmark/DCGC-490975/2022.286/21L-Omicron,2022.286,Denmark,21L-Omicron,GISAID
hCoV-19/Moldova/G0010/2022.344/21L-Omicron,2022.344,Moldova,21L-Omicron,GISAID
hCoV-19/Guadeloupe/IPP35746/2022.352/21L-Omicron,2022.352,Guadeloupe,21L-Omicron,GISAID
hCoV-19/Romania/IS-18440/2022.253/21L-Omicron,2022.253,Romania,21L-Omicron,GISAID
hCoV-19/Denmark/DCGC-433981/2022.204/21L-Omicron,2022.204,Denmark,21L-Omicron,GISAID
hCoV-19/CaboVerde/ST5424/2022.226/21L-Omicron,2022.226,CaboVerde,21L-Omicron,GISAID
hCoV-19/Luxembourg/LNS2235376/2022.374/21L-Omicron,2022.374,Luxembourg,21L-Omicron,GISAID
hCoV-19/Nicaragua/CNDR-50865/2022.497/21L-Omicron,2022.497,Nicaragua,21L-Omicron,GISAID
hCoV-19/Scotland/LSPA-3E0F9E1/2022.355/21L-Omicron,2022.355,Scotland,21L-Omicron,GISAID
hCoV-19/Qatar/DA-USAFSAM-S17137/2022.325/21L-Omicron,2022.325,Qatar,21L-Omicron,GISAID
hCoV-19/Panama/1352-GMI/2022.607/21L-Omicron,2022.607,Panama,21L-Omicron,GISAID
hCoV-19/CostaRica/INC-5145-759849/2022.459/21L-Omicron,2022.459,CostaRica,21L-Omicron,GISAID
hCoV-19/Denmark/DCGC-524276/2022.41/21L-Omicron,2022.41,Denmark,21L-Omicron,GISAID
hCoV-19/Serbia/J949463-06/2022.451/21L-Omicron,2022.451,Serbia,21L-Omicron,GISAID
hCoV-19/USA/UT-UPHL-220903651596/2022.525/21L-Omicron,2022.525,USA,21L-Omicron,GISAID
hCoV-19/Chile/BI-47872/2022.273/21L-Omicron,2022.273,Chile,21L-Omicron,GISAID
hCoV-19/PuertoRico/PR-ASC-210728202/2022.284/21L-Omicron,2022.284,PuertoRico,21L-Omicron,GISAID
hCoV-19/Latvia/4805425/2022.229/21L-Omicron,2022.229,Latvia,21L-Omicron,GISAID
hCoV-19/Curacao/CW-RIVM-90012/2022.136/21L-Omicron,2022.136,Curacao,21L-Omicron,GISAID
hCoV-19/Bonaire/BQ-RIVM-98472/2022.281/21L-Omicron,2022.281,Bonaire,21L-Omicron,GISAID
hCoV-19/Bonaire/BQ-RIVM-101070/2022.352/21L-Omicron,2022.352,Bonaire,21L-Omicron,GISAID
hCoV-19/CzechRepublic/NRL_s3211/2022.344/21L-Omicron,2022.344,CzechRepublic,21L-Omicron,GISAID
hCoV-19/Ukraine/70846/2022.185/21L-Omicron,2022.185,Ukraine,21L-Omicron,GISAID
hCoV-19/Hungary/MBL-0324_5/2022.226/21L-Omicron,2022.226,Hungary,21L-Omicron,GISAID
hCoV-19/Montenegro/CO-00892_MNE000_1890952202/2022.336/21L-Omicron,2022.336,Montenegro,21L-Omicron,GISAID
hCoV-19/Ukraine/8-68833/2022.053/21L-Omicron,2022.053,Ukraine,21L-Omicron,GISAID
hCoV-19/Ukraine/70858/2022.19/21L-Omicron,2022.19,Ukraine,21L-Omicron,GISAID
hCoV-19/Iceland/DCGN-0004816/2022.103/21L-Omicron,2022.103,Iceland,21L-Omicron,GISAID
hCoV-19/Switzerland/ZH-ETHZ-675527/2022.442/21L-Omicron,2022.442,Switzerland,21L-Omicron,GISAID
hCoV-19/Switzerland/BL-ETHZ-36337161/2022.119/21L-Omicron,2022.119,Switzerland,21L-Omicron,GISAID
hCoV-19/Venezuela/Ara936/2022.555/21L-Omicron,2022.555,Venezuela,21L-Omicron,GISAID
hCoV-19/Mexico/CAM_IBT_IMSS_009363UIMY-NC/2022.412/21L-Omicron,2022.412,Mexico,21L-Omicron,GISAID
hCoV-19/Mexico/MEX-INMEGEN-80-228/2022.503/21L-Omicron,2022.503,Mexico,21L-Omicron,GISAID
hCoV-19/Mexico/TLA_InDRE_FB13865_E29316566584_S13192/2022.256/21L-Omicron,2022.256,Mexico,21L-Omicron,GISAID
hCoV-19/Mexico/BCS_LANGEBIO_IMSS_6347/2022.278/21L-Omicron,2022.278,Mexico,21L-Omicron,GISAID
hCoV-19/AmericanSamoa/AS-H2211066/2022.336/21L-Omicron,2022.336,AmericanSamoa,21L-Omicron,GISAID
