Isolate,Collection_time,Country,Nextstrain_clade,Source
hCoV-19/Djibouti/NAMRU3_C594/2022.105/21K-Omicron,2022.105,Djibouti,21K-Omicron,GISAID
hCoV-19/Djibouti/NAMRU3_CADJ-121/2021.996/21K-Omicron,2021.996,Djibouti,21K-Omicron,GISAID
hCoV-19/Indonesia/Jember-I017/2022.297/21K-Omicron,2022.297,Indonesia,21K-Omicron,GISAID
hCoV-19/Djibouti/NAMRU3_A905/2022.007/21K-Omicron,2022.007,Djibouti,21K-Omicron,GISAID
hCoV-19/Bonaire/BQ-RIVM-95652/2022.226/21K-Omicron,2022.226,Bonaire,21K-Omicron,GISAID
hCoV-19/Suriname/SR-935/2022.051/21K-Omicron,2022.051,Suriname,21K-Omicron,GISAID
hCoV-19/Uruguay/DLSP_748/2022.04/21K-Omicron,2022.04,Uruguay,21K-Omicron,GISAID
hCoV-19/Palestine/QIBPS-OM_12_S27/2022.097/21K-Omicron,2022.097,Palestine,21K-Omicron,GISAID
hCoV-19/Congo/RC-463/2021.952/21K-Omicron,2021.952,Congo,21K-Omicron,GISAID
hCoV-19/Aruba/AW-RIVM-82593/2022.021/21K-Omicron,2022.021,Aruba,21K-Omicron,GISAID
hCoV-19/Oman/5222336/2022.059/21K-Omicron,2022.059,Oman,21K-Omicron,GISAID
hCoV-19/Moldova/F0047/2022.108/21K-Omicron,2022.108,Moldova,21K-Omicron,GISAID
hCoV-19/SouthKorea/KDCA32251/2022.144/21K-Omicron,2022.144,SouthKorea,21K-Omicron,GISAID
hCoV-19/Estonia/RC0583102/2022.149/21K-Omicron,2022.149,Estonia,21K-Omicron,GISAID
hCoV-19/France/IDF-APHP-HUPS-662201051932/2022.045/21K-Omicron,2022.045,France,21K-Omicron,GISAID
hCoV-19/SouthKorea/KDCA26287/2022.012/21K-Omicron,2022.012,SouthKorea,21K-Omicron,GISAID
hCoV-19/Lithuania/LTU000_RSL_118526/2022.084/21K-Omicron,2022.084,Lithuania,21K-Omicron,GISAID
hCoV-19/Ethiopia/ILRI_COVM02881/2021.988/21K-Omicron,2021.988,Ethiopia,21K-Omicron,GISAID
hCoV-19/Peru/ANC-INS-19615/2022.045/21K-Omicron,2022.045,Peru,21K-Omicron,GISAID
hCoV-19/SierraLeone/CPHRL_SEQ_21_297/2021.897/21K-Omicron,2021.897,SierraLeone,21K-Omicron,GISAID
hCoV-19/Honduras/LNV490483-ICGES/2022.007/21K-Omicron,2022.007,Honduras,21K-Omicron,GISAID
hCoV-19/Serbia/Belgrade-K596120_1801/2022.048/21K-Omicron,2022.048,Serbia,21K-Omicron,GISAID
hCoV-19/Mexico/CMX-INMEGEN-50-367/2022.018/21K-Omicron,2022.018,Mexico,21K-Omicron,GISAID
hCoV-19/Uruguay/DLSP_1629/2022.245/21K-Omicron,2022.245,Uruguay,21K-Omicron,GISAID
hCoV-19/Slovakia/1773/2021.999/21K-Omicron,2021.999,Slovakia,21K-Omicron,GISAID
hCoV-19/Uruguay/DLSP_p2529/2021.988/21K-Omicron,2021.988,Uruguay,21K-Omicron,GISAID
hCoV-19/Mexico/CHP-INMEGEN-49-231/2021.993/21K-Omicron,2021.993,Mexico,21K-Omicron,GISAID
hCoV-19/Mexico/SLP_IBT_IMSS_6289/2022.103/21K-Omicron,2022.103,Mexico,21K-Omicron,GISAID
hCoV-19/Mexico/GRO-INMEGEN-52-111/2022.015/21K-Omicron,2022.015,Mexico,21K-Omicron,GISAID
hCoV-19/Mexico/JAL_CIAD-IMSS_202201010886/2022.086/21K-Omicron,2022.086,Mexico,21K-Omicron,GISAID
hCoV-19/Belize/CML-483/2022.149/21K-Omicron,2022.149,Belize,21K-Omicron,GISAID
hCoV-19/Panama/M221774-GMI/2022.221/21K-Omicron,2022.221,Panama,21K-Omicron,GISAID
hCoV-19/DominicanRepublic/1859200-LNSPDD/2022.127/21K-Omicron,2022.127,DominicanRepublic,21K-Omicron,GISAID
hCoV-19/Suriname/SR-983/2022.119/21K-Omicron,2022.119,Suriname,21K-Omicron,GISAID
hCoV-19/USA/WI-CDC-ASC210548837/2022.105/21K-Omicron,2022.105,USA,21K-Omicron,GISAID
hCoV-19/USA/KS-CDC-2-5776755/2022.147/21K-Omicron,2022.147,USA,21K-Omicron,GISAID
hCoV-19/TrinidadandTobago/138954/2022.133/21K-Omicron,2022.133,TrinidadandTobago,21K-Omicron,GISAID
hCoV-19/Lithuania/LTU000_MP_VK91p/2022.13/21K-Omicron,2022.13,Lithuania,21K-Omicron,GISAID
hCoV-19/CostaRica/INC-2886-736763/2022.053/21K-Omicron,2022.053,CostaRica,21K-Omicron,GISAID
hCoV-19/USA/NY-PRL-2022_0215_00C01/2022.119/21K-Omicron,2022.119,USA,21K-Omicron,GISAID
hCoV-19/Senegal/B34b12_N335332798/2022.229/21K-Omicron,2022.229,Senegal,21K-Omicron,GISAID
hCoV-19/TrinidadandTobago/124993/2022.01/21K-Omicron,2022.01,TrinidadandTobago,21K-Omicron,GISAID
hCoV-19/USA/VA-CDC-LC0548793/2022.149/21K-Omicron,2022.149,USA,21K-Omicron,GISAID
hCoV-19/Greece/7336/2022.056/21K-Omicron,2022.056,Greece,21K-Omicron,GISAID
hCoV-19/Chile/LI-56017/2022.33/21K-Omicron,2022.33,Chile,21K-Omicron,GISAID
hCoV-19/Belize/CML-448/2022.108/21K-Omicron,2022.108,Belize,21K-Omicron,GISAID
hCoV-19/USA/NV-CDC-LC0560346/2022.166/21K-Omicron,2022.166,USA,21K-Omicron,GISAID
hCoV-19/USA/WV-WVU-WV130060/2022.073/21K-Omicron,2022.073,USA,21K-Omicron,GISAID
hCoV-19/Canada/NL-PHML-548727/2022.297/21K-Omicron,2022.297,Canada,21K-Omicron,GISAID
hCoV-19/Canada/PE-NML-343892/2022.092/21K-Omicron,2022.092,Canada,21K-Omicron,GISAID
hCoV-19/Dominica/139292/2022.111/21K-Omicron,2022.111,Dominica,21K-Omicron,GISAID
hCoV-19/Moldova/Nr-23630/2022.911/21K-Omicron,2022.911,Moldova,21K-Omicron,GISAID
hCoV-19/Japan/PG-193291/2022.078/21K-Omicron,2022.078,Japan,21K-Omicron,GISAID
hCoV-19/Japan/PG-179631/2022.012/21K-Omicron,2022.012,Japan,21K-Omicron,GISAID
hCoV-19/Thailand/NIC_CBI_L22-31474/2022.221/21K-Omicron,2022.221,Thailand,21K-Omicron,GISAID
hCoV-19/Estonia/RC0591716/2022.155/21K-Omicron,2022.155,Estonia,21K-Omicron,GISAID
hCoV-19/Hungary/MBL-0301_50/2022.163/21K-Omicron,2022.163,Hungary,21K-Omicron,GISAID
hCoV-19/Kazakhstan/NU-71_15/2022.029/21K-Omicron,2022.029,Kazakhstan,21K-Omicron,GISAID
hCoV-19/NewZealand/22CV2511/2022.163/21K-Omicron,2022.163,NewZealand,21K-Omicron,GISAID
hCoV-19/NewZealand/22MV1194/2022.138/21K-Omicron,2022.138,NewZealand,21K-Omicron,GISAID
hCoV-19/NewZealand/22CV2002/2022.125/21K-Omicron,2022.125,NewZealand,21K-Omicron,GISAID
hCoV-19/NewZealand/22CV0674/2022.053/21K-Omicron,2022.053,NewZealand,21K-Omicron,GISAID
hCoV-19/NewZealand/22CV1694/2022.097/21K-Omicron,2022.097,NewZealand,21K-Omicron,GISAID
hCoV-19/Guyana/2409-GMI/2022.089/21K-Omicron,2022.089,Guyana,21K-Omicron,GISAID
hCoV-19/Curacao/CW-RIVM-92141/2022.174/21K-Omicron,2022.174,Curacao,21K-Omicron,GISAID
hCoV-19/Egypt/CPHL-21924/2022.089/21K-Omicron,2022.089,Egypt,21K-Omicron,GISAID
hCoV-19/Kuwait/Jaber2220071737/2022.097/21K-Omicron,2022.097,Kuwait,21K-Omicron,GISAID
hCoV-19/Bonaire/BQ-RIVM-88608/2022.103/21K-Omicron,2022.103,Bonaire,21K-Omicron,GISAID
hCoV-19/Mexico/HID_InDRE_FB10969_E13315557480_S12363/2022.111/21K-Omicron,2022.111,Mexico,21K-Omicron,GISAID
hCoV-19/USA/WI-CDC-LC0552929/2022.144/21K-Omicron,2022.144,USA,21K-Omicron,GISAID
hCoV-19/Mali/MTMC_03_384/2022.147/21K-Omicron,2022.147,Mali,21K-Omicron,GISAID
hCoV-19/Croatia/25959/2022.037/21K-Omicron,2022.037,Croatia,21K-Omicron,GISAID
hCoV-19/UnitedArabEmirates/BTC-10831/2022.415/21K-Omicron,2022.415,UnitedArabEmirates,21K-Omicron,GISAID
hCoV-19/Taiwan/NTU-HCH-078/2022.023/21K-Omicron,2022.023,Taiwan,21K-Omicron,GISAID
hCoV-19/USA/KS-KHEL-10059/2022.16/21K-Omicron,2022.16,USA,21K-Omicron,GISAID
hCoV-19/Mexico/SON_InDRE_FB8774_E26914406370_S11795/2022.051/21K-Omicron,2022.051,Mexico,21K-Omicron,GISAID
hCoV-19/ElSalvador/INC-LNSP-131/2022.04/21K-Omicron,2022.04,ElSalvador,21K-Omicron,GISAID
hCoV-19/ElSalvador/INC-LNSP-140/2022.045/21K-Omicron,2022.045,ElSalvador,21K-Omicron,GISAID
hCoV-19/DominicanRepublic/DR-Yale-21461/2022.07/21K-Omicron,2022.07,DominicanRepublic,21K-Omicron,GISAID
hCoV-19/USA/IL-LUMC-P20/2022.018/21K-Omicron,2022.018,USA,21K-Omicron,GISAID
hCoV-19/Mexico/TLA_InDRE_FB12115_E29115776709_S12640/2022.13/21K-Omicron,2022.13,Mexico,21K-Omicron,GISAID
hCoV-19/Argentina/PAIS-J00169/2022.125/21K-Omicron,2022.125,Argentina,21K-Omicron,GISAID
hCoV-19/CostaRica/INC-3148-744089/2022.122/21K-Omicron,2022.122,CostaRica,21K-Omicron,GISAID
hCoV-19/ElSalvador/INC-LNSP-178/2021.974/21K-Omicron,2021.974,ElSalvador,21K-Omicron,GISAID
hCoV-19/Ecuador/NIC-INSPI-83743/2022.188/21K-Omicron,2022.188,Ecuador,21K-Omicron,GISAID
hCoV-19/Mexico/NLE_CIAD-IMSS_202201013543/2022.097/21K-Omicron,2022.097,Mexico,21K-Omicron,GISAID
hCoV-19/Mexico/CAM_LANGEBIO_IMSS_5284/2022.048/21K-Omicron,2022.048,Mexico,21K-Omicron,GISAID
hCoV-19/Mexico/GUA_InDRE_FB11112_E11115421156_S12387/2022.105/21K-Omicron,2022.105,Mexico,21K-Omicron,GISAID
hCoV-19/UnitedArabEmirates/BTC-10817/2022.248/21K-Omicron,2022.248,UnitedArabEmirates,21K-Omicron,GISAID
hCoV-19/UnitedArabEmirates/BTC-10819/2022.248/21K-Omicron,2022.248,UnitedArabEmirates,21K-Omicron,GISAID
hCoV-19/Curacao/CW-RIVM-82551/2022.012/21K-Omicron,2022.012,Curacao,21K-Omicron,GISAID
hCoV-19/Belize/CML-295/2021.971/21K-Omicron,2021.971,Belize,21K-Omicron,GISAID
hCoV-19/Mexico/VER_IBT_IMSS_7097/2022.256/21K-Omicron,2022.256,Mexico,21K-Omicron,GISAID
hCoV-19/USA/AZ-CDC-LC0563507/2022.177/21K-Omicron,2022.177,USA,21K-Omicron,GISAID
hCoV-19/AmericanSamoa/AS-H229614/2022.242/21K-Omicron,2022.242,AmericanSamoa,21K-Omicron,GISAID
hCoV-19/ElSalvador/INC-LNSP-148/2022.048/21K-Omicron,2022.048,ElSalvador,21K-Omicron,GISAID
hCoV-19/USA/WI-CDC-MMB13685493/2022.051/21K-Omicron,2022.051,USA,21K-Omicron,GISAID
hCoV-19/Argentina/INEI119961/2022.163/21K-Omicron,2022.163,Argentina,21K-Omicron,GISAID
hCoV-19/Peru/LIM-INS-16346/2022.226/21K-Omicron,2022.226,Peru,21K-Omicron,GISAID
hCoV-19/USA/MT-CDC-MMB14639409/2022.179/21K-Omicron,2022.179,USA,21K-Omicron,GISAID
hCoV-19/Paraguay/432911/2022.179/21K-Omicron,2022.179,Paraguay,21K-Omicron,GISAID
hCoV-19/CostaRica/INC-3091-742765/2022.092/21K-Omicron,2022.092,CostaRica,21K-Omicron,GISAID
hCoV-19/Peru/LIM-INS-17522/2022.371/21K-Omicron,2022.371,Peru,21K-Omicron,GISAID
hCoV-19/Venezuela/Mon7927/2022.103/21K-Omicron,2022.103,Venezuela,21K-Omicron,GISAID
hCoV-19/Mexico/PUE_IBT_IMSS_7076/2022.242/21K-Omicron,2022.242,Mexico,21K-Omicron,GISAID
hCoV-19/Venezuela/Mir1797/2022.19/21K-Omicron,2022.19,Venezuela,21K-Omicron,GISAID
hCoV-19/Nicaragua/CNDR-27877/2022.24/21K-Omicron,2022.24,Nicaragua,21K-Omicron,GISAID
hCoV-19/Chile/LI-31053/2022.147/21K-Omicron,2022.147,Chile,21K-Omicron,GISAID
hCoV-19/Guatemala/INC-LNS-220/2022.078/21K-Omicron,2022.078,Guatemala,21K-Omicron,GISAID
hCoV-19/USA/FL-CDC-STM-NDQEJ9QGU/2022.21/21K-Omicron,2022.21,USA,21K-Omicron,GISAID
hCoV-19/USA/IN-CDC-ASC210859209/2022.125/21K-Omicron,2022.125,USA,21K-Omicron,GISAID
hCoV-19/Estonia/RC0699416/2022.333/21L-Omicron,2022.333,Estonia,21L-Omicron,GISAID
hCoV-19/NewZealand/22YA5427/2022.933/22B-Omicron,2022.933,NewZealand,22B-Omicron,GISAID
hCoV-19/Mexico/SON_LANGEBIO_IMSS_29110_NC/2022.555/22B-Omicron,2022.555,Mexico,22B-Omicron,GISAID
hCoV-19/NorthMacedonia/IPH-MKD-4874/2022.727/22B-Omicron,2022.727,NorthMacedonia,22B-Omicron,GISAID
hCoV-19/Greece/38463/2022.667/22B-Omicron,2022.667,Greece,22B-Omicron,GISAID
hCoV-19/Malawi/NGRL-40408/2022.642/22B-Omicron,2022.642,Malawi,22B-Omicron,GISAID
hCoV-19/NewZealand/22YA0767/2022.547/22B-Omicron,2022.547,NewZealand,22B-Omicron,GISAID
hCoV-19/NewZealand/22ZA2040/2022.615/22B-Omicron,2022.615,NewZealand,22B-Omicron,GISAID
hCoV-19/Bonaire/BQ-RIVM-105503/2022.497/22B-Omicron,2022.497,Bonaire,22B-Omicron,GISAID
hCoV-19/DominicanRepublic/2058879-LNSPDD/2022.656/22B-Omicron,2022.656,DominicanRepublic,22B-Omicron,GISAID
hCoV-19/TrinidadandTobago/333354/2022.719/22B-Omicron,2022.719,TrinidadandTobago,22B-Omicron,GISAID
hCoV-19/Mexico/TAB_InDRE_S15594/2022.919/22B-Omicron,2022.919,Mexico,22B-Omicron,GISAID
hCoV-19/Mexico/BCS_LANGEBIO_IMSS_0673/2022.895/22B-Omicron,2022.895,Mexico,22B-Omicron,GISAID
hCoV-19/Peru/LIM-INS-25069/2022.555/22B-Omicron,2022.555,Peru,22B-Omicron,GISAID
hCoV-19/SouthAfrica/NICD-N49506/2022.714/22B-Omicron,2022.714,SouthAfrica,22B-Omicron,GISAID
hCoV-19/SouthAfrica/NICD-N48695/2022.549/22B-Omicron,2022.549,SouthAfrica,22B-Omicron,GISAID
hCoV-19/ElSalvador/INC-LNSP-277/2022.538/22B-Omicron,2022.538,ElSalvador,22B-Omicron,GISAID
hCoV-19/Aruba/AW-RIVM-103959/2022.467/22B-Omicron,2022.467,Aruba,22B-Omicron,GISAID
hCoV-19/USA/ND-NDDH-17785/2022.538/22B-Omicron,2022.538,USA,22B-Omicron,GISAID
hCoV-19/USA/NE-NPHL22-15564/2022.377/22B-Omicron,2022.377,USA,22B-Omicron,GISAID
hCoV-19/PuertoRico/PR-CVL-006409/2022.489/22B-Omicron,2022.489,PuertoRico,22B-Omicron,GISAID
hCoV-19/Guatemala/8754-LNS/2022.607/22B-Omicron,2022.607,Guatemala,22B-Omicron,GISAID
hCoV-19/Guatemala/8402-LNS/2022.585/22B-Omicron,2022.585,Guatemala,22B-Omicron,GISAID
hCoV-19/Micronesia/PNI-H2213473/2022.41/22B-Omicron,2022.41,Micronesia,22B-Omicron,GISAID
hCoV-19/Micronesia/PNI-H2215104/2022.574/22B-Omicron,2022.574,Micronesia,22B-Omicron,GISAID
hCoV-19/Micronesia/Y-H2217536/2022.574/22B-Omicron,2022.574,Micronesia,22B-Omicron,GISAID
hCoV-19/Italy/SIC-CQRC-3422059664/2022.716/22B-Omicron,2022.716,Italy,22B-Omicron,GISAID
hCoV-19/Ireland/OY-NVRL-ecS22IRL00409351/2022.527/22B-Omicron,2022.527,Ireland,22B-Omicron,GISAID
hCoV-19/England/PHEC-YYGFCSZ/2022.538/22B-Omicron,2022.538,England,22B-Omicron,GISAID
hCoV-19/Denmark/DCGC-524871/2022.407/22B-Omicron,2022.407,Denmark,22B-Omicron,GISAID
hCoV-19/Mexico/SIN_IBT_IMSS_9936/2022.752/22B-Omicron,2022.752,Mexico,22B-Omicron,GISAID
hCoV-19/Guadeloupe/IPP50148/2022.678/22B-Omicron,2022.678,Guadeloupe,22B-Omicron,GISAID
hCoV-19/BosniaandHerzegovina/AGCI801/2022.475/22B-Omicron,2022.475,BosniaandHerzegovina,22B-Omicron,GISAID
hCoV-19/CaboVerde/SL-AG0075/2022.516/22B-Omicron,2022.516,CaboVerde,22B-Omicron,GISAID
hCoV-19/NewZealand/22CH5939/2022.497/22B-Omicron,2022.497,NewZealand,22B-Omicron,GISAID
hCoV-19/NewZealand/22ZA1621/2022.585/22B-Omicron,2022.585,NewZealand,22B-Omicron,GISAID
hCoV-19/Estonia/RC0706352/2022.401/22B-Omicron,2022.401,Estonia,22B-Omicron,GISAID
hCoV-19/Slovenia/221997/2022.681/22B-Omicron,2022.681,Slovenia,22B-Omicron,GISAID
hCoV-19/Slovenia/208668/2022.492/22B-Omicron,2022.492,Slovenia,22B-Omicron,GISAID
hCoV-19/Greece/38503/2022.659/22B-Omicron,2022.659,Greece,22B-Omicron,GISAID
hCoV-19/Serbia/21-131010/2022.782/22B-Omicron,2022.782,Serbia,22B-Omicron,GISAID
hCoV-19/Canada/un-NML-444713/2022.423/22B-Omicron,2022.423,Canada,22B-Omicron,GISAID
hCoV-19/NewZealand/22YA3170/2022.719/22B-Omicron,2022.719,NewZealand,22B-Omicron,GISAID
hCoV-19/NewZealand/23YA0607/2023.045/22B-Omicron,2023.045,NewZealand,22B-Omicron,GISAID
hCoV-19/Iceland/L-640/2022.555/22B-Omicron,2022.555,Iceland,22B-Omicron,GISAID
hCoV-19/Mexico/GRO-INMEGEN-86-237/2022.566/22B-Omicron,2022.566,Mexico,22B-Omicron,GISAID
hCoV-19/Mexico/OAX-INMEGEN-89-34/2022.59/22B-Omicron,2022.59,Mexico,22B-Omicron,GISAID
hCoV-19/Hungary/MBL-14632/2022.475/22B-Omicron,2022.475,Hungary,22B-Omicron,GISAID
hCoV-19/Mexico/GUA_IBT_IMSS_030745CIBO-NC/2022.599/22B-Omicron,2022.599,Mexico,22B-Omicron,GISAID
hCoV-19/SriLanka/aicbu5743/2022.541/22B-Omicron,2022.541,SriLanka,22B-Omicron,GISAID
hCoV-19/Argentina/PAIS-A1624/2022.782/22B-Omicron,2022.782,Argentina,22B-Omicron,GISAID
hCoV-19/Bonaire/BQ-RIVM-110762/2022.596/22B-Omicron,2022.596,Bonaire,22B-Omicron,GISAID
hCoV-19/Colombia/DC-INS-VG-25690/2022.84/22B-Omicron,2022.84,Colombia,22B-Omicron,GISAID
hCoV-19/Guatemala/6570-LNS/2022.475/22B-Omicron,2022.475,Guatemala,22B-Omicron,GISAID
hCoV-19/Brazil/CE-FIOCRUZ-98021CE/2022.505/22B-Omicron,2022.505,Brazil,22B-Omicron,GISAID
hCoV-19/Bolivia/SAN-UPCH-3638/2022.588/22B-Omicron,2022.588,Bolivia,22B-Omicron,GISAID
hCoV-19/Gambia/35844T/2022.64/22B-Omicron,2022.64,Gambia,22B-Omicron,GISAID
hCoV-19/Gambia/KS0834N/2022.492/22B-Omicron,2022.492,Gambia,22B-Omicron,GISAID
hCoV-19/USA/TN-2-13420-5/2022.527/22B-Omicron,2022.527,USA,22B-Omicron,GISAID
hCoV-19/Mexico/COL_InDRE_FB20121_E06318501160_S14588/2022.566/22B-Omicron,2022.566,Mexico,22B-Omicron,GISAID
hCoV-19/Switzerland/TI-EOC-38004357/2022.695/22B-Omicron,2022.695,Switzerland,22B-Omicron,GISAID
hCoV-19/Egypt/CPHL-EGY23233/2022.568/22B-Omicron,2022.568,Egypt,22B-Omicron,GISAID
hCoV-19/Morocco/IPM20429757/2022.645/22B-Omicron,2022.645,Morocco,22B-Omicron,GISAID
hCoV-19/Chile/RM-PUC_MVL_3102/2022.634/22B-Omicron,2022.634,Chile,22B-Omicron,GISAID
hCoV-19/Peru/MDD-INS-22774/2022.473/22B-Omicron,2022.473,Peru,22B-Omicron,GISAID
hCoV-19/Mexico/ROO_IBT_IMSS_9219/2022.623/22B-Omicron,2022.623,Mexico,22B-Omicron,GISAID
hCoV-19/CostaRica/INC-6648-766090/2022.623/22B-Omicron,2022.623,CostaRica,22B-Omicron,GISAID
hCoV-19/NewZealand/22ZA2949/2022.697/22B-Omicron,2022.697,NewZealand,22B-Omicron,GISAID
hCoV-19/Chile/RM-69627/2022.423/22B-Omicron,2022.423,Chile,22B-Omicron,GISAID
hCoV-19/Mexico/SLP_LANGEBIO_IMSS_9578/2022.47/22B-Omicron,2022.47,Mexico,22B-Omicron,GISAID
hCoV-19/CostaRica/INC-5459-761404/2022.492/22B-Omicron,2022.492,CostaRica,22B-Omicron,GISAID
hCoV-19/Mexico/CMX_InDRE_FB22315_E09319611494_S15467/2022.84/22B-Omicron,2022.84,Mexico,22B-Omicron,GISAID
hCoV-19/SouthKorea/KDCA91836/2022.497/22B-Omicron,2022.497,SouthKorea,22B-Omicron,GISAID
hCoV-19/Croatia/40485/2022.563/22B-Omicron,2022.563,Croatia,22B-Omicron,GISAID
hCoV-19/Serbia/K423262-08/2022.664/22B-Omicron,2022.664,Serbia,22B-Omicron,GISAID
hCoV-19/Mexico/NLE-LESPNL-007837/2022.637/22B-Omicron,2022.637,Mexico,22B-Omicron,GISAID
hCoV-19/Israel/CVL-9008128/2022.799/22B-Omicron,2022.799,Israel,22B-Omicron,GISAID
hCoV-19/Portugal/PT38718/2022.489/22B-Omicron,2022.489,Portugal,22B-Omicron,GISAID
hCoV-19/Chile/VS-121694/2022.79/22B-Omicron,2022.79,Chile,22B-Omicron,GISAID
hCoV-19/Mexico/NL-SEARCH-132378/2022.673/22B-Omicron,2022.673,Mexico,22B-Omicron,GISAID
hCoV-19/UnitedArabEmirates/UZB_5482022071117/2022.522/22B-Omicron,2022.522,UnitedArabEmirates,22B-Omicron,GISAID
hCoV-19/Curacao/CW-RIVM-117655/2022.815/22B-Omicron,2022.815,Curacao,22B-Omicron,GISAID
hCoV-19/Mexico/HID-INMEGEN-92-54/2022.678/22B-Omicron,2022.678,Mexico,22B-Omicron,GISAID
hCoV-19/Ecuador/NIC-INSPI-1812-6317/2022.648/22B-Omicron,2022.648,Ecuador,22B-Omicron,GISAID
hCoV-19/USA/IA-2149784/2022.593/22B-Omicron,2022.593,USA,22B-Omicron,GISAID
hCoV-19/Mexico/MEX-INMEGEN-88-6/2022.585/22B-Omicron,2022.585,Mexico,22B-Omicron,GISAID
hCoV-19/Mexico/OAX_InDRE_FB22351_E20319627771_S15489/2022.851/22B-Omicron,2022.851,Mexico,22B-Omicron,GISAID
hCoV-19/Bonaire/BQ-RIVM-113479/2022.7/22B-Omicron,2022.7,Bonaire,22B-Omicron,GISAID
hCoV-19/Croatia/42309/2022.653/22B-Omicron,2022.653,Croatia,22B-Omicron,GISAID
hCoV-19/Hungary/MBL-17361/2022.67/22B-Omicron,2022.67,Hungary,22B-Omicron,GISAID
hCoV-19/Bolivia/SAN-UPCH-3605/2022.552/22B-Omicron,2022.552,Bolivia,22B-Omicron,GISAID
hCoV-19/CostaRica/INC-6437-765581/2022.593/22B-Omicron,2022.593,CostaRica,22B-Omicron,GISAID
hCoV-19/Brazil/PE-IMTSP-CD34627/2022.821/22B-Omicron,2022.821,Brazil,22B-Omicron,GISAID
hCoV-19/Brazil/PE-FIOCRUZ-IAM12683/2022.856/22B-Omicron,2022.856,Brazil,22B-Omicron,GISAID
hCoV-19/NewZealand/22XA5464/2022.889/22B-Omicron,2022.889,NewZealand,22B-Omicron,GISAID
hCoV-19/USA/NV-USAFSAM-S19566/2022.612/22B-Omicron,2022.612,USA,22B-Omicron,GISAID
hCoV-19/Guatemala/9150-LNS/2022.719/22B-Omicron,2022.719,Guatemala,22B-Omicron,GISAID
hCoV-19/Kazakhstan/AST-947/2022.766/22B-Omicron,2022.766,Kazakhstan,22B-Omicron,GISAID
hCoV-19/CostaRica/INC-7215-769507/2022.719/22B-Omicron,2022.719,CostaRica,22B-Omicron,GISAID
hCoV-19/USA/MI-UM-10048248485/2022.842/22B-Omicron,2022.842,USA,22B-Omicron,GISAID
hCoV-19/Italy/PUG_UNIBA_APU-BA809/2022.853/22B-Omicron,2022.853,Italy,22B-Omicron,GISAID
hCoV-19/Moldova/Nr_17455/2022.632/22B-Omicron,2022.632,Moldova,22B-Omicron,GISAID
hCoV-19/Belgium/CHUNamur14269375/2022.618/22B-Omicron,2022.618,Belgium,22B-Omicron,GISAID
hCoV-19/Taiwan/NCKUH-061022012888/2022.927/22B-Omicron,2022.927,Taiwan,22B-Omicron,GISAID
hCoV-19/USA/VT-BSR-024702/2022.755/22B-Omicron,2022.755,USA,22B-Omicron,GISAID
hCoV-19/Hungary/MBL-15902/2022.582/22B-Omicron,2022.582,Hungary,22B-Omicron,GISAID
hCoV-19/Mexico/AGU-LESP-22394-S52/2022.678/22B-Omicron,2022.678,Mexico,22B-Omicron,GISAID
hCoV-19/Algeria/36954/2022.686/22B-Omicron,2022.686,Algeria,22B-Omicron,GISAID
hCoV-19/Belgium/rega-44081/2022.525/22B-Omicron,2022.525,Belgium,22B-Omicron,GISAID
hCoV-19/NewZealand/22YA0665/2022.547/22B-Omicron,2022.547,NewZealand,22B-Omicron,GISAID
hCoV-19/USA/RI-CDC-LC0784228/2022.536/22B-Omicron,2022.536,USA,22B-Omicron,GISAID
hCoV-19/Brazil/AM-FIOCRUZ-ILMD2206973/2022.93/22B-Omicron,2022.93,Brazil,22B-Omicron,GISAID
hCoV-19/SouthAfrica/SU-NHLS_6240/2022.908/22B-Omicron,2022.908,SouthAfrica,22B-Omicron,GISAID
hCoV-19/Egypt/CPHL-EGY22582/2022.629/22B-Omicron,2022.629,Egypt,22B-Omicron,GISAID
hCoV-19/Eswatini/N52538/2022.971/22B-Omicron,2022.971,Eswatini,22B-Omicron,GISAID
hCoV-19/SouthAfrica/SU-NHLS_6321/2022.938/22B-Omicron,2022.938,SouthAfrica,22B-Omicron,GISAID
hCoV-19/Zimbabwe/78087/2022.837/22B-Omicron,2022.837,Zimbabwe,22B-Omicron,GISAID
hCoV-19/USA/ND-NDDH-21878/2023.026/22B-Omicron,2023.026,USA,22B-Omicron,GISAID
hCoV-19/Mexico/BCS_LANGEBIO_IMSS_11128/2022.662/22B-Omicron,2022.662,Mexico,22B-Omicron,GISAID
hCoV-19/Austria/AGES-176137/2022.453/22B-Omicron,2022.453,Austria,22B-Omicron,GISAID
hCoV-19/Vanuatu/VAN114/2022.555/22B-Omicron,2022.555,Vanuatu,22B-Omicron,GISAID
hCoV-19/USA/WA-CDC-LC0994399/2023.029/22B-Omicron,2023.029,USA,22B-Omicron,GISAID
hCoV-19/Mauritius/ILRI-M04528/2022.64/22B-Omicron,2022.64,Mauritius,22B-Omicron,GISAID
hCoV-19/Singapore/13945/2022.815/22B-Omicron,2022.815,Singapore,22B-Omicron,GISAID
hCoV-19/Guyana/170103/2022.892/22B-Omicron,2022.892,Guyana,22B-Omicron,GISAID
hCoV-19/Romania/MS-21271/2022.478/22B-Omicron,2022.478,Romania,22B-Omicron,GISAID
