Isolate,Accession_number,Collection_time,Country,Continent,Clade,Source
ERR133872,ERR133872,2009,Samara, Russia,Europe,Euro_American_LAM,Casali et al. (2014)
ERR108481,ERR108481,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR228025,ERR228025,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133974,ERR133974,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR228067,ERR228067,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133897,ERR133897,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133829,ERR133829,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR228045,ERR228045,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133905,ERR133905,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR144546,ERR144546,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133857,ERR133857,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133830,ERR133830,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR229942,ERR229942,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067763,ERR067763,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR229937,ERR229937,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067685,ERR067685,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR229990,ERR229990,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR234599,ERR234599,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR108457,ERR108457,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133893,ERR133893,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133964,ERR133964,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067666,ERR067666,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133864,ERR133864,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133938,ERR133938,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR047886,ERR047886,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067678,ERR067678,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR227994,ERR227994,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067602,ERR067602,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR234699,ERR234699,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR108508,ERR108508,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR108478,ERR108478,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR108504,ERR108504,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067735,ERR067735,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR228063,ERR228063,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR228035,ERR228035,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR228055,ERR228055,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR234696,ERR234696,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067719,ERR067719,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133980,ERR133980,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067726,ERR067726,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067579,ERR067579,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067680,ERR067680,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133807,ERR133807,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR137238,ERR137238,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR144587,ERR144587,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR144602,ERR144602,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR144557,ERR144557,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR137191,ERR137191,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR229991,ERR229991,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR228023,ERR228023,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR144592,ERR144592,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR108442,ERR108442,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR229963,ERR229963,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR229967,ERR229967,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR108463,ERR108463,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR234694,ERR234694,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR108468,ERR108468,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR228065,ERR228065,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133989,ERR133989,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR230001,ERR230001,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR234578,ERR234578,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133939,ERR133939,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133808,ERR133808,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133803,ERR133803,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR234592,ERR234592,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR108460,ERR108460,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR158571,ERR158571,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067676,ERR067676,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR137199,ERR137199,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR234625,ERR234625,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067708,ERR067708,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR108427,ERR108427,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133813,ERR133813,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133817,ERR133817,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067614,ERR067614,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR108432,ERR108432,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133841,ERR133841,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR144585,ERR144585,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067640,ERR067640,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133828,ERR133828,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067682,ERR067682,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133934,ERR133934,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR137213,ERR137213,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR137261,ERR137261,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR067756,ERR067756,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR158612,ERR158612,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR228000,ERR228000,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR228047,ERR228047,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR229948,ERR229948,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR229956,ERR229956,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133881,ERR133881,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR144629,ERR144629,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133836,ERR133836,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133835,ERR133835,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR108448,ERR108448,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR137197,ERR137197,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR228057,ERR228057,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
ERR133909,ERR133909,2009,Samara, Russia,Europe,Euro_American,Casali et al. (2014)
H37Rv,NC_000962.3,1905,NA,NA,Euro_American,NCBI
